caption,url,helsinki_translation,madlad_translation,phi_translation,dataset_similarity,similarity_helsinki,similarity_madlad,similarity_phi
Christmas Ornament Storage Solutions by 370 Best Christmas Organizing Images On Pinterest Organizing,http://t0.gstatic.com/images?q=tbn:ANd9GcTusGbBVs_gcJIb2-eIkV5u5k08ZXspokRz53OcA06FvT5tqnO0yA,Christmas Ornament Storage Solutions by 370 Best Christmas Organizzare le immagini su Pinterest Organizzare,"Christmas Ornament Storage Solutions by 370 Best Christmas Organizing Images On Pinterest | Immagini di Natale, Idee di Natale e Decorazioni di Natale",Trasla in italiano la didascalia: 'Soluzioni di archiviazione per ornamenti di natale e organizzazione delle decorazioni di natale da 370 migliori immagini di organizzazione di natale su Pinterest'.,0.3413766622543335,0.6616965532302856,0.5987954139709473,0.5378280878067017
Creative Drawing Notepad Tablet,https://cdn.shopify.com/s/files/1/1410/9948/products/product-image-1003632190_grande.jpg?v=1570464227,Disegno creativo Notepad Tablet,Creativo disegno Notepad Tablet,'Pensiero creativo per tablet di scrittura',0.3013917803764343,0.4747689366340637,0.4780176281929016,0.5724322199821472
"Jim McMahon, Oldham Council Leader and Jessica Fullalove, GB swimmer and Royton resident (pictured front), are pictured inside the new Royton Leisure Centre.",https://i1.wp.com/www.oldham.gov.uk/images/Royton_2.jpg,"Jim McMahon, Oldham Council Leader e Jessica Fullalove, nuotatore GB e residente Royton (fronte foto), sono fotografati all'interno del nuovo Royton Leisure Centre.","Jim McMahon, leader del Consiglio di Oldham e Jessica Fullalove, nuotatrice britannica e residente a Royton (nella foto anteriore), sono ritratti all'interno del nuovo Royton Leisure Centre.","Jim McMahon, leader del Consiglio di Oldham e Jessica Fullalove, nuotatrice GB e residente di Royton (picturati di fronte), sono state scattate all'interno del nuovo centro sportivo di Royton.",0.3368932008743286,0.6397171020507812,0.6157180666923523,0.53037029504776
World's greatest dad with British flag - dark Pack Of Standard Business Cards,http://rlv.zcache.com.au/worlds_greatest_dad_with_british_flag_dark_pack_of_standard_business_cards-r523ed0c2d34c46d890f4564d2964d64e_i579t_8byvr_324.jpg,Il più grande papà del mondo con bandiera britannica - Dark Pack of Standard Business Cards,Il più grande papà del mondo con la bandiera britannica - dark Pack di biglietti da visita standard,Il dad più grande del mondo con la bandiera britannica - carte di business scuro,0.40029141306877136,0.35901474952697754,0.5061681866645813,0.3463520407676697
"Gatlinburg, Tennessee",https://i.pinimg.com/736x/3d/d0/54/3dd054ffe753b93cf7f8cbafe75f8763.jpg,"Gatlinburg, Tennessee","Gatlinburg, Tennessee, USA","Gatlinburg, Tennessee",0.32219526171684265,0.2592947483062744,0.2901724874973297,0.2592947483062744
Unstable Weather Wall Clock,"https://ctl.s6img.com/society6/img/eolDz1mtWBpK4DCCt93FIPjxrdg/h_264,w_264/wall-clocks/front/natural-frame-frame/black-hands-hands/~artwork,fw_3500,fh_3500,iw_3500,ih_3500/s6-0095/a/36579218_4547299/~~/unstable-weather-652-wall-clocks.jpg?wait=0&amp;attempt=0",Orologio da parete meteorologico instabile,Orologio da parete instabile del tempo,Un tempo instabile su un orologio murale.,0.30832892656326294,0.6402018666267395,0.6693535447120667,0.5904545187950134
Flying balloons in american flag colors vector,http://cdn.vectorstock.com/i/thumbs/45/86/2264586.jpg,Palloncini volanti in vettore dei colori della bandiera americana,Palloncini volanti in vettore di colori della bandiera americana,"""Velocemente volanti ballooni in colori dell'uniforme dell'Unione Europea""",0.35791152715682983,0.6298837661743164,0.6250282526016235,0.3019409775733948
ANIMAL CROSSING AMIIBO CARD TANGY MINT PACK FRESH UNSCANNED SERIES 3 244,https://i.ebayimg.com/thumbs/images/g/2uAAAOSwm69eodEq/s-l225.jpg,TANGY MINT PACK FRESH SUNSANNED SERIE 3 244,Animale Incrocio Amiibo Carta Tangy Mint Pack Fresco Non Scannerizzato Serie 3 244,"Animali che attraversano il paesaggio, serie 3, 244 fogli, carta fresca e non scansionata.",0.40158936381340027,0.2292894423007965,0.25767022371292114,0.24107155203819275
Grace-Brass pearl earrings,https://cdn02.pinkoi.com/product/3zBfgvi5/0/320x320.jpg,Grace-Ottone orecchini di perle,Orecchini in perla,'Grace-Brass pearl earrings',0.3546481430530548,0.6727690696716309,0.6426055431365967,0.439868301153183
Dancing With The Stars T-Shirt,https://i3.cpcache.com/product/1354027461/dancing_with_the_stars_tshirt.jpg?width=550&amp;height=550&amp;Filters=%5b%7b%22name%22%3a%22crop%22%2c%22value%22%3a%7b%22x%22%3a91.7%2c%22y%22%3a0%2c%22w%22%3a366.7%2c%22h%22%3a440.0%7d%2c%22sequence%22%3a1%7d%2c%7b%22name%22%3a%22background%22%2c%22value%22%3a%22F2F2F2%22%2c%22sequence%22%3a2%7d%5d,Ballare con le stelle T-shirt,Dancing With The Stars Maglietta per bambino,T-shirt da ballare con le stelle,0.38428637385368347,0.4316745698451996,0.4196850657463074,0.45183876156806946
Utah Valley Wolverines Women's Double Bar Pullover Hoodie - Green,https://images.footballfanatics.com/FFImage/thumb.aspx?i=/productimages/_2195000/ff_2195753b_full.jpg&w=340,Felpa Pullover Utah Valley Wolverines Doppia Bar donna - Verde,Utah Valley Wolverines Women's Double Bar Pullover Hoodie - Green,Il paio di magliette da uomo con cappuccio invernale a doppio cappuccio di Utah Valley Wolverines invernale a doppio cappuccio in colore verde.,0.3922099471092224,0.5877959728240967,0.5888423323631287,0.4969126284122467
All-Clad Stainless Steel 6-Quart Deep Saute Pan with Lid,https://i.pinimg.com/736x/8b/c9/2a/8bc92a48178a7fa24d4d07a2f1ad60ce--saute-pans-cookware.jpg,Tegame in acciaio inox a 6 quarti con coperchio,Panna da saltare profonda in acciaio inossidabile 6 quarti con coperchio,Panca di acciaio inossidato completo di All-Clad 6-litri panca di soffritto con coperchio,0.331628680229187,0.5857840776443481,0.6375267505645752,0.4757401645183563
professional aerial intelligence RC drone T50 FPV 7 inch display Quadcopter Drone with 3 Axis Gimbal RTF 10000mAh battery,https://ae01.alicdn.com/kf/HTB1f_9ULXXXXXcmXXXXq6xXFXXXz/professional-aerial-intelligence-RC-drone-T50-FPV-7-inch-display-Quadcopter-Drone-with-3-Axis-Gimbal.jpg,intelligenza aerea professionale drone RC T50 FPV 7 pollici Quadcopter Drone con 3 Axis Gimbal RTF 10000mAh batteria,Intelligenza aerea professionale RC drone T50 FPV 7 pollice display Quadcopter Drone con 3 Asse Gimbal RTF 10000 mAh batteria,Professional aerial intelligence RC drone T50 FPV 7 inch display Quadcopter drone with 3 Axis Gimbal RTF 10000mAh battery.,0.29182907938957214,0.5016874074935913,0.5000763535499573,0.5266269445419312
"""Load image into Gallery viewer, Bell Pit Boss """"Sport"""" Unisex-Adult Half Street Helmet (Solid Matte Black, Large) (D.O.T.-Certified) - MyBikeCo""",https://cdn.shopify.com/s/files/1/0290/5178/1194/products/41PjN-2IvyL_1ad0a7c5-f011-4d1f-8161-a61dcf880d90_110x110@2x.jpg?v=1589826955,"""Carica immagine in Gallery viewer, Bell Pit Boss """"Sport"""" Unisex-Adult Half Street Helmet (Solid Matte Black, Large) (D.O.T.-Certificato) - MyBikeCo""","Bell Pit Boss """"Sport"""" Unisex-Adult Half Street Helmet (Solid Matte Black, Large) (D.O.T.-Certified) - MyBikeCo | MyBikeCo.com","""Carica l'immagine nel visualizzatore della galleria, Bell Pit Boss 'Sport' Helmet 'Unisex-Adult Half Street' (Solid Matte Black, Large) (D.O.T.-Certified) - MyBikeCo""",0.31213247776031494,0.44120100140571594,0.43510323762893677,0.45544248819351196
Institutional Ownership by Quarter for Artis Real Estate Investment Trust (TSE:AX),https://www.marketbeat.com/scripts/SECFilingChart.ashx?Prefix=TSE&Symbol=AX,Proprietà istituzionale del Quartiere per Artis Real Estate Investment Trust (TSE:AX),"Artis Real Estate Investment Trust (TSE:AX) ha registrato un aumento del 10,5% nel primo trimestre.",Institutional Ownership by Quarter for Artis Real Estate Investment Trust (TSE:AX),0.3092242181301117,0.2574966847896576,0.5731142163276672,0.3408051133155823
Monogrammed Watches,http://www.thepinkmonogram.com/image_cache/gallery/190/39539_small.jpg,Orologi monogrammi,Orologi con monogramma,'Gli orologi con scritta',0.3343580663204193,0.6599969267845154,0.6401586532592773,0.6040072441101074
Teenage girl photographer in field of ripened wheat,https://t4.ftcdn.net/jpg/00/87/07/15/240_F_87071583_eWZLRinRa1rUhIYWwxLPC7wUl8rHkzzE.jpg,Ragazza adolescente fotografo in campo di grano maturo,Fotografo della ragazza adolescente nel campo di grano maturato,'Adolescente fotografa in campo di grano maturato',0.3759397864341736,0.5746920108795166,0.5777539014816284,0.6032572984695435
"Download America's Got Talent MAGICIAN SMASHES NICK CANNON'S $250,000 WATCH | Collins Key Video",https://i2.wp.com/i2.ytimg.com/vi/nD56GHJ7MA0/mqdefault.jpg,"Download America's Got Talent MAGICIAN SMASHES NICK CANNON'S $250,000 WATCH | Collins Key Video","Scarica America's Got Talent MAGICIAN SMASHES NICK CANNON'S $250,000 WATCH | Collins Key Video","Tradurre in italiano la didascalia, dato l'immagine. Fornisci solo la traduzione della didascalia intera: 'Download America's Got Talent MAGICIAN SMASHES NICK CANNON'S $250,000 WATCH | Collins Key Video'",0.3177782893180847,0.4043934941291809,0.38756465911865234,0.318922221660614
Coloring Page With Beautiful Dragonfly Drawing By Megan Duncanson Men's T-Shirt (Athletic Fit),https://render.fineartamerica.com/images/rendered/medium/t-shirt/23/30/images/artworkimages/medium/1/coloring-page-with-beautiful-dragonfly-drawing-by-megan-duncanson-megan-duncanson-transparent.png?targetx=-1&targety=-1&imagewidth=428&imageheight=386&modelwidth=430&modelheight=575,Disegno da colorare con bella dragonfly di Megan Duncanson T-shirt maschile (Athletic Fit),Pagina da colorare con bellissimo disegno di libellula da Megan Duncanson T-shirt da uomo (Athletic Fit),Traduzione dell'intero testo caption: 'Coloreggio con disegno di farfalla elegante da Megan Duncan su T-shirt da uomo (fit atletico)',0.39587798714637756,0.4340996742248535,0.5656397342681885,0.49920833110809326
"Burren Photo Acrylic Prints - Poulnabrone Dolmen, The Burren, Co Acrylic Print by The Irish Image Collection",http://images.fineartamerica.com/images-small/poulnabrone-dolmen-the-burren-co-the-irish-image-collection-.jpg,"Stampa acrilica della foto di Burren - Poulnabrone Dolmen, The Burren, Co Stampa acrilica della collezione Irish Image","Burren foto acrilico stampe - Poulnabrone Dolmen, il Burren, Co stampa acrilica di collezione di immagini irlandese","Traduzione dell'intera didascalia: 'Fotografia a colori in resine - Poulnabrone Dolmen, The Burren, Co - Riproduzione a colori in resine da parte della collezione di immagini irlandesi'",0.35551947355270386,0.29538121819496155,0.45299312472343445,0.3069504499435425
Image The Drew Carey Show,"https://i0.wp.com/image.tmdb.org/t/p/w300/nkg8zTDmHKau54dJechoLdzgTsh.jpg?resize=300,450",Immagine The Drew Carey Show,Il Drew Carey Show è tornato!,La scena dell'immagine è 'The Drew Carey Show'.,0.34004050493240356,0.33941492438316345,0.41801172494888306,0.28200778365135193
"New pitcher Jose Quintana sparkles in Chicago Cubs' debut, beats Baltimore Orioles",https://cdnph.upi.com/ph/st/th/1261500246806/2017/i/15002471365463/v1.2/New-pitcher-Jose-Quintana-sparkles-in-Chicago-Cubs-debut-beats-Baltimore-Orioles.jpg?lg=1,"Il nuovo lanciatore Jose Quintana brilla nel debutto di Chicago Cubs, batte Baltimora Orioles","Il nuovo lanciatore Jose Quintana brilla nel debutto dei Chicago Cubs, batte i Baltimore Orioles","Il nuovo lanciatore Jose Quintana brilla nel debutto con i Cubs di Chicago, vince contro i Baltimore Orioles.",0.32657337188720703,0.512427568435669,0.5029318928718567,0.49430376291275024
Harry vs the Loup Garou by Chase Conley,https://www.jim-butcher.com/wp-content/uploads/2020/02/ChaseConley-2.jpg,Harry contro il Loup Garou di Chase Conley,Harry contro il Lupo Garou di Chase Conley,"""Harry contro il Loup Garou da Chase Conley""",0.3470601737499237,0.41876405477523804,0.5631110072135925,0.3759787082672119
Little Hedonist Scarf Bobby Pirate Black,https://cdn.webshopapp.com/shops/291845/files/317619940/1600x2048x2/little-hedonist-scarf-bobby-pirate-black.jpg,Sciarpa piccolo edonista Bobby Pirata nero,Sciarpa Little Hedonist Bobby Pirata nero,Scarpa bambino Hedonista Bobby Pirata Nero,0.3543827533721924,0.6432348489761353,0.6273677945137024,0.1412602812051773
50th Party Cotton Tote Bag Birthday Presents Gifts Year 1969 Shopper Shopping,https://i.ebayimg.com/images/g/0ssAAOSwh21cUYiA/s-l500.jpg,50th Party Cotone Tote Bag Compleanno regali Anno 1969 Shopper Shopping,50 ° Partito di Cotone Tote Bag Compleanno Presenta Regali Anno 1969 Shopper Shopping,50th Anniversary Cotton Tote Bag 1969 Perfect for Shopping Gifts,0.35728195309638977,0.5976687073707581,0.568642258644104,0.6306714415550232
Stone Steps Greeting Cards - Six Steps in Naples Greeting Card by John Rizzuto,http://render.fineartamerica.com/images/rendered/medium/greeting-card/images/artworkimages/medium/1/six-steps-in-naples-john-rizzuto.jpg?transparent=0,Pietra gradini Saluti Cards - Sei passi a Napoli Saluto Card di John Rizzuto,Biglietti di auguri di gradini di pietra - sei passi a Napoli Biglietto di auguri di John Rizzuto,Stelle di pietra - Cartoline di saluto - Sessimi in Napoli - Cartolina di saluto da John Rizzuto,0.3783694803714752,0.411899596452713,0.29496175050735474,0.09540551155805588
Cambodia: The Bradt Travel Guide (Bradt Guides) by Anita Sach (2001-02-01),https://images-na.ssl-images-amazon.com/images/I/41IuiqJZj-L.jpg,Cambogia: The Bradt Travel Guide (Bradt Guides) di Anita Sach (2001-02-01),Cambodia: The Bradt Travel Guide (Bradt Guides) di Anita Sach (2001-02-01),Cambodia: Il guida del Bradt (Bradt Guides) di Anita Sach (2001-02-01),0.39147186279296875,0.5520195364952087,0.4904228150844574,0.4736120402812958
​BENEFITS OF FRANCHISING WITH QUANTUM SIGN CORPORATION,http://www.quantumsigncorp.com/uploads/3/2/0/6/32066119/published/istock-000067849855-small.jpg?1507783059,VANTAGGI DELLE FRANCESCHE CON CORPORAZIONI DI SIGNIFICATO QUANTUM,​VANTAGGI DEL FRANCHISING CON QUANTUM SIGN CORPORATION,VANTAGEMENI DE FRANCHITAZIONE CON QUANTUM SIGN CORPORATION,0.3702946603298187,0.27245065569877625,0.3057238459587097,0.20068541169166565
My First Book of Vehicles,https://storage.googleapis.com/circlesoft/document/photos/002/228/082/large_9781908985088.jpg,Il mio primo libro di veicoli,Il mio primo libro di veicoli,Il mio primo libro di veicoli,0.3300926983356476,0.5890254378318787,0.5890254378318787,0.5890254378318787
Ripples Pink - Millie Fleur - HALF YARD - Art Gallery Fabric - Cotton Fabric - Quilting Fabric,https://img0.etsystatic.com/178/0/12247456/il_340x270.1135663194_2m8t.jpg,Ripples Pink - Millie Fleur - HAlf YARD - Tessuto della galleria d'arte - Tessuto di cotone - Tessuto di trapuntatura,Ondulazioni rosa - Millie Fleur - mezza iarda - Art Gallery tessuto - tessuto di cotone - tessuto di quilting,Ripples Pink - Millie Fleur - HALF YARD - Art Gallery Fabric - Cotton Fabric - Quilting Fabric,0.3069838881492615,0.4931235909461975,0.4950964152812958,0.43440815806388855
Ashberry Homes - Popeswood Grange,https://st.zoocdn.com/zoopla_static_agent_logo_(548277).png,Ashberry Homes - Popeswood Grange,Ashberry Homes - Popeswood Grange: ristoranti nelle vicinanze,Ashberry Homes - Popeswood Grange,0.3112066984176636,-0.05141868442296982,0.14244255423545837,-0.05141868442296982
Henry-Hoover-Range-Guide-Meet-the-Whole-Numatic-Family,https://www.smartvacuums.co.uk/wp-content/uploads/2018/02/Henry-Hoover-Range-Guide-Meet-the-Whole-Numatic-Family-400x225.jpg,Henry-Hoover-Range-Guide-Meet-the-Whole-Numatic-Family,Henry-Hoover-Range-Guide-Meet-the-Whole-Numatic-Family - Guida di Henry Hoover,Henry Hoover RRange Guide - Meet the whole Numatic family,0.4161057472229004,0.2451600283384323,0.2535167932510376,0.1141166239976883
Telephone cable telephone line cord 6 m RJ11/RJ45 silver satin L30250-F600-A594 NEW,https://www.phone-distribution.de/images/product_images/thumbnail_images/kabel-rj11rj45-mw6mw8-silbersatin-l30250-f600-a594_1.jpg,Telefono cavo linea telefonica cavo 6 m RJ11/RJ45 argento satinato L30250-F600-A594 NUOVO,Cavo telefonico cavo di linea telefonica 6 m RJ11/RJ45 argento satinato L30250-F600-A594 NUOVO,Cordone telefonico telefonica linea 6 metri RJ11/RJ45 argento satin L30250-F600-A594 nuovo,0.3199737071990967,0.5509997606277466,0.6032683253288269,0.5778495669364929
2009 Jeep Patriot 4WD 4dr Limited Lake Elmo MN,https://imageonthefly.autodatadirect.com/images/?width=705&height=522&quality=2&autotrim=1&img=CAB90JES142A0807.jpg,2009 Jeep Patriot 4WD 4dr Limited Lake Elmo MN,2009 Jeep Patriot 4WD 4dr Limited Lake Elmo MN,2009 Jeep Patriot 4WD 4dr Limited Lake Elmo MN,0.32625916600227356,0.520508885383606,0.520508885383606,0.520508885383606
"ConAgra Foods, Inc.",https://chambermaster.blob.core.windows.net/images/customers/64/members/1518/events/20623/EVENT_SPONSOR_MAJOR/EventSponsorMajor_cf-love-2clr-v_270312-121920.jpg,"ConAgra Foods, Inc.","ConAgra Foods, Inc.","ConAgra Foods, Inc.",0.31604164838790894,0.4972477853298187,0.4972477853298187,0.4972477853298187
